,br_female_shoes_262,br_female_texture_59,br_female_texture_82,eu_female_outerwear_177,eu_female_top_325,eu_female_top_394,eu_female_texture_80,us_female_outerwear_171,us_female_shoes_76,us_female_top_79
2015-04-06,0.004194709088429782,0.0005065810045840579,0.0,0.003935214667671167,0.0009277573163576912,0.0009277573163576912,0.0,0.003935214667671167,0.0,0.003711029265430765
2015-04-13,0.0021442213613801493,0.0008617624735785588,0.0,0.005106117962738682,0.0007661646987846554,0.0030646587951386217,0.0,0.005106117962738682,0.0021442213613801493,0.0022984940963539664
2015-04-20,0.0014179650011875366,0.0,0.0,0.0,0.0,0.006391278082012061,0.0,0.0,0.005671860004750146,0.002739119178005169
2015-04-27,0.0014859532618214954,0.0,0.0,0.002032118653344216,0.0019215091845835926,0.002882263776875389,0.0,0.002032118653344216,0.0,0.0019215091845835926
2015-05-04,0.001301961197203117,0.0004713331737828582,0.0,0.006248827831145978,0.0008713943317536874,0.004356971658768437,0.0004713331737828582,0.006248827831145978,0.0,0.004356971658768437
2015-05-11,0.0,0.0005169989940764513,0.0,0.004479477057655267,0.0,0.001832215465085443,0.0,0.004479477057655267,0.0,0.003664430930170886
2015-05-18,0.0,0.0,0.0,0.0019594243174202385,0.0,0.0017115366588494555,0.0004999948539918953,0.0019594243174202385,0.0014166274441891331,0.00427884164712364
2015-05-25,0.0,0.0,0.0,0.002255733430519995,0.0008934933274196244,0.0008934933274196244,0.0,0.002255733430519995,0.0,0.0008934933274196244
2015-06-01,0.0,0.0004902845444579359,0.0,0.0039499912954526865,0.0008320634394096707,0.003328253757638683,0.0,0.0039499912954526865,0.0013477442354443696,0.009984761272916049
2015-06-08,0.0013707617467075366,0.0004977465997475493,0.0,0.0042413956387669155,0.0,0.0,0.0004977465997475493,0.0042413956387669155,0.0013707617467075366,0.010422699131463159
2015-06-15,0.0,0.0009776593111574339,0.0,0.006180679098719488,0.0,0.003230916733207141,0.0004888296555787169,0.006180679098719488,0.007745099659003641,0.010500479382923205
2015-06-22,0.0013352670086415675,0.0,0.0,0.0021439344156470217,0.0008542174453489703,0.002562652336046911,0.0,0.0021439344156470217,0.005341068034566271,0.008542174453489702
2015-06-29,0.0013618517362292775,0.0004949731860969292,0.0,0.004193418430854369,0.0,0.0033013674551417237,0.0,0.004193418430854369,0.0013618517362292775,0.00742807677406888
2015-07-06,0.0,0.00042226392524091663,0.0,0.0,0.0,0.005673319589863784,0.00042226392524091663,0.0,0.004564759591143714,0.004964154641130811
2015-07-13,0.0,0.0004873048438784956,0.0,0.0021533870187564275,0.0,0.0016836484693247785,0.0004873048438784956,0.0021533870187564275,0.0013033394876150867,0.006734593877299114
2015-07-20,0.0012948551923757238,0.0,0.0,0.0,0.0,0.00565070152335298,0.0004907284740909806,0.0,0.002589710384751448,0.004036215373823557
2015-07-27,0.0,0.0,0.00047909713265688553,0.0,0.0,0.0016567193471803228,0.0,0.0,0.0011337446221200381,0.008283596735901613
2015-08-03,0.0,0.0,0.0,0.0,0.0007597933441164063,0.003039173376465625,0.0,0.0,0.0032042921226151004,0.007597933441164061
2015-08-10,0.0,0.0,0.0004726602545008626,0.0,0.0,0.0008150029764774461,0.0,0.0,0.008692113275063182,0.004075014882387229
2015-08-17,0.00249784156482918,0.00047599144808281287,0.0,0.0,0.0,0.003309848968696758,0.0,0.0,0.00249784156482918,0.006619697937393516
2015-08-24,0.001102855172491867,0.0,0.0,0.0,0.0,0.004622988345148114,0.00043935046035357717,0.0,0.0033085655174756013,0.005393486402672799
2015-08-31,0.0038488991412063225,0.0,0.0004826683117258343,0.0023810014265376275,0.0,0.0032832824855434013,0.0,0.0023810014265376275,0.0012829663804021074,0.005745744349700953
2015-09-07,0.0022859272345548648,0.0,0.0,0.005427939736856617,0.0014622013931391512,0.0014622013931391512,0.0004367260277428104,0.005427939736856617,0.008000745320942028,0.005117704875987029
2015-09-14,0.003387232819373377,0.0,0.0,0.006472591783960739,0.0006236340480585021,0.005612706432526518,0.0003440842468900074,0.006472591783960739,0.011008506662963474,0.005612706432526518
2015-09-21,0.000920029846087558,0.0007460813247353008,0.0,0.004476576870938424,0.0,0.0014105977666687725,0.0003730406623676504,0.004476576870938424,0.013800447691313372,0.004937092183340703
2015-09-28,0.003100211517439733,0.0008184591056360884,0.0,0.008709148585417758,0.002186571185741738,0.002186571185741738,0.0004092295528180442,0.008709148585417758,0.008267230713172622,0.005830856495311302
2015-10-05,0.0010799641649438562,0.0004323508252887732,0.0,0.006604199433661726,0.000825880409158657,0.004955282454951943,0.0008647016505775464,0.006604199433661726,0.00863971331955085,0.0024776412274759717
2015-10-12,0.002322250140299643,0.0009047114659673098,0.0004523557329836549,0.0034456110151149825,0.0,0.0024300460407588173,0.0,0.0034456110151149825,0.005805625350749108,0.0
2015-10-19,0.0018957419788523109,0.0,0.000395413721078077,0.002962339512180936,0.0,0.0014242845641724794,0.000790827442156154,0.002962339512180936,0.0037914839577046218,0.0042728536925174376
2015-10-26,0.0034556643779645358,0.00043517923005120183,0.0,0.0033619168699990645,0.0007870553661436932,0.0015741107322873864,0.0,0.0033619168699990645,0.005759440629940892,0.003935276830718467
2015-11-02,0.0,0.0,0.0,0.003681404552420399,0.0024937889027968987,0.0024937889027968987,0.00047223443507848564,0.003681404552420399,0.0035015723415909405,0.0024937889027968987
2015-11-09,0.0012390286674392678,0.0,0.0,0.003491998223505841,0.0024254219612216666,0.0024254219612216666,0.00046184335054068077,0.003491998223505841,0.003717086002317803,0.0024254219612216666
2015-11-16,0.0012520104913434893,0.0004977455933599796,0.0,0.00187614952198278,0.0017384780896901088,0.0,0.0004977455933599796,0.00187614952198278,0.003756031474030468,0.0008692390448450544
2015-11-23,0.0,0.000926623923230892,0.0,0.0,0.003306885374100325,0.0016534426870501624,0.001853247846461784,0.0,0.00237788041097406,0.0049603280611504865
2015-11-30,0.0011140675426942644,0.0,0.0,0.0034566231795939073,0.005457077549029095,0.003897912535020782,0.0,0.0034566231795939073,0.0022281350853885287,0.0023387475210124692
2015-12-07,0.0011136713570310225,0.0,0.0,0.003670793850261032,0.001527317723379509,0.001527317723379509,0.0,0.003670793850261032,0.0022273427140620445,0.001527317723379509
2015-12-14,0.0011734586406800995,0.00044635852176222576,0.0,0.0071864322424229155,0.0,0.002381483176445309,0.0,0.0071864322424229155,0.005867293203400497,0.004762966352890619
2015-12-21,0.0011094379213426532,0.0004787569748407661,0.0,0.0056224888807772,0.00327281606119455,0.0,0.0004787569748407661,0.0056224888807772,0.005547189606713266,0.00327281606119455
2015-12-28,0.0,0.0008133815220299118,0.0,0.0030114204747214075,0.0007178435945761223,0.002871374378304489,0.0,0.0030114204747214075,0.004157355412151557,0.0014356871891522446
2016-01-04,0.003208826366758646,0.0,0.0,0.004477061455470977,0.0007532933016293902,0.0007532933016293902,0.0,0.004477061455470977,0.001069608788919549,0.0007532933016293902
2016-01-11,0.002119893382871325,0.0008199470196458982,0.0,0.00594187616714254,0.0,0.0007356687998452567,0.0,0.00594187616714254,0.002119893382871325,0.0
2016-01-18,0.0,0.0004302206967722567,0.0,0.007840779900015409,0.0007916723955065478,0.0015833447910130955,0.0004302206967722567,0.007840779900015409,0.007588757101249888,0.0007916723955065478
2016-01-25,0.0,0.0,0.0,0.003309430181428405,0.0,0.002256643142992063,0.0004053709056063029,0.003309430181428405,0.008095138389358188,0.0015044287619947088
2016-02-01,0.0,0.0,0.00041486559594234917,0.0017166770243933244,0.0,0.006813926481434318,0.0008297311918846982,0.0017166770243933244,0.0010806318353264518,0.0015142058847631818
2016-02-08,0.003069314078685473,0.0,0.00038993801981748006,0.0014605567574193328,0.001476790119477526,0.000738395059738763,0.00116981405945244,0.0014605567574193328,0.003069314078685473,0.000738395059738763
2016-02-15,0.0,0.0007211328874160681,0.0,0.007069814880225633,0.0014155270785941722,0.0021232906178912585,0.0007211328874160681,0.007069814880225633,0.004804663104650424,0.0028310541571883443
2016-02-22,0.001987976605318665,0.0010640792566255148,0.0003546930855418382,0.0042504677144802935,0.0007079105115810972,0.0014158210231621947,0.0007093861710836764,0.0042504677144802935,0.013915836237230656,0.0035395525579054866
2016-02-29,0.003103321418569276,0.0,0.00038872952781531135,0.009390857853260269,0.0007282335059736131,0.002912934023894452,0.0007774590556306227,0.009390857853260269,0.015516607092846378,0.0021847005179208394
2016-03-07,0.004527251653761754,0.0,0.00037197593204024064,0.0014111369205788953,0.0006937576601445528,0.0027750306405782106,0.0018598796602012032,0.0014111369205788953,0.00724360264601881,0.0034687883007227635
2016-03-14,0.001022042715891657,0.0,0.0,0.004586250424952615,0.002190036940763798,0.0007300123135879326,0.0,0.004586250424952615,0.004088170863566628,0.002190036940763798
2016-03-21,0.002086758407621981,0.0,0.0,0.006577965126674807,0.0015121405534677956,0.003024281106935592,0.0,0.006577965126674807,0.005216896019054953,0.002268210830201694
2016-03-28,0.0010818622840399732,0.0,0.0,0.0015642977197611882,0.0,0.0069115588806552145,0.0,0.0015642977197611882,0.004327449136159893,0.003071803946957873
2016-04-04,0.0028902855883471685,0.0,0.0,0.006312882683971636,0.0,0.002876908179489828,0.0,0.006312882683971636,0.004817142647245282,0.0064730434038521144
2016-04-11,0.002824491704948194,0.0,0.0,0.0,0.0,0.005109355541036932,0.0007830162591479285,0.0,0.006590480644879121,0.009488803147640015
2016-04-18,0.0009682159554694262,0.0004027067399980624,0.0,0.003056081795340744,0.0007227668086189841,0.006504901277570857,0.0,0.003056081795340744,0.005809295732816557,0.01084150212928476
2016-04-25,0.0026160439584604557,0.0007687665193161628,0.0,0.002463319077193522,0.0,0.005586462818347796,0.0,0.002463319077193522,0.00959216118102167,0.009776309932108642
2016-05-02,0.0058889554517329076,0.0,0.0003906622006579799,0.0,0.0007337048036546177,0.003668524018273089,0.0,0.0,0.0058889554517329076,0.008804457643855413
2016-05-09,0.003131075804881047,0.0,0.0008538081597457214,0.0,0.0,0.011472914900915114,0.0,0.0,0.010436919349603491,0.01453235887449248
2016-05-16,0.0027992425872878385,0.0,0.0,0.0015210511902472228,0.0007296059284970487,0.009484877070461634,0.0007959905578710485,0.0015210511902472228,0.005598485174575677,0.008755271141964584
2016-05-23,0.0,0.0,0.0,0.0,0.0,0.009911782364644284,0.0004199102401031946,0.0,0.01014176373015613,0.007624447972803297
2016-05-30,0.001993022546299139,0.0004110836308965577,0.0,0.0,0.0014602575894697135,0.011682060715757708,0.0004110836308965577,0.0,0.007972090185196555,0.013872447099962278
2016-06-06,0.002863643945172125,0.0,0.0,0.003191077205401255,0.0,0.00801400620236362,0.0008101619275078492,0.003191077205401255,0.007636383853792335,0.004371276110380155
2016-06-13,0.0009178518153199552,0.0008025044312130362,0.0,0.004121992870061526,0.0,0.0050471431814674865,0.00040125221560651815,0.004121992870061526,0.003671407261279821,0.01081530681743033
2016-06-20,0.002862999308702191,0.0,0.0,0.002686277421820179,0.0,0.013811336593579658,0.0,0.002686277421820179,0.008588997926106571,0.01450190342325864
2016-06-27,0.003720699398947503,0.0,0.0,0.001407040079516402,0.0,0.004817764392626977,0.0,0.001407040079516402,0.0074413987978950045,0.0151415452339705
2016-07-04,0.0009261672831796016,0.0003874151702771341,0.0,0.0028091131009345557,0.0006620614207149515,0.014565351255728934,0.0,0.0028091131009345557,0.015744843814053232,0.011917105572869128
2016-07-11,0.0027746768797018264,0.0,0.0,0.0015212616907070034,0.0006760251500248636,0.012844477850472408,0.0015706449286957292,0.0015212616907070034,0.0064742460526375925,0.014196528150522138
2016-07-18,0.0,0.00040401706117407633,0.0,0.007825533244567503,0.0,0.014374613288319394,0.0,0.007825533244567503,0.01126419726071092,0.009343498637407606
2016-07-25,0.0009968477834067034,0.0004029401144501253,0.0004029401144501253,0.0030980006421843674,0.0,0.01066858186982488,0.0004029401144501253,0.0030980006421843674,0.006977934483846922,0.014936014617754834
2016-08-01,0.0009387611846165934,0.0,0.0,0.0,0.0007171625982545673,0.012191764170327642,0.0,0.0,0.015958940138482088,0.017211902358109613
2016-08-08,0.003992144756924594,0.0,0.0004003373054694489,0.002917253549781846,0.0013706876951476356,0.0116508454087549,0.0,0.002917253549781846,0.01197643427077378,0.0116508454087549
2016-08-15,0.0020053083844043707,0.00041047865591206135,0.0,0.0017423480057664382,0.0,0.012077092194032843,0.0,0.0017423480057664382,0.020053083844043702,0.013497926569801413
2016-08-22,0.0019245887661202745,0.000807176715512326,0.0,0.0036395752561191328,0.0007084662946772222,0.012043927009512779,0.000403588357756163,0.0036395752561191328,0.02213277081038316,0.009210061830803893
2016-08-29,0.0018843872725342672,0.0,0.0,0.0,0.0,0.010320423028001586,0.0015619742917810909,0.0,0.018843872725342672,0.006880282018667724
2016-09-05,0.0048733625717185605,0.0007960606617087239,0.0007960606617087239,0.0033690554567265404,0.0,0.013626533902354123,0.0,0.0033690554567265404,0.02534148537293652,0.0074945936462947685
2016-09-12,0.00241144897230947,0.0,0.0016251027058274345,0.006431246130314843,0.0,0.017462663427188233,0.0003250205411654868,0.006431246130314843,0.026525938695404167,0.004506493787661479
2016-09-19,0.005114878638559687,0.0007407923360652611,0.0011111885040978916,0.001597611774414857,0.0006832202360621036,0.008881863068807347,0.00037039616803263056,0.001597611774414857,0.02983679205826484,0.0034161011803105178
2016-09-26,0.0,0.0003582749583615375,0.0010748248750846122,0.007836868677800798,0.0006284023095160634,0.005027218476128507,0.0010748248750846122,0.007836868677800798,0.03201188111107553,0.0037704138570963798
2016-10-03,0.0,0.00039289375856400063,0.00039289375856400063,0.00889838972297302,0.0013749693819970926,0.008937300982981101,0.0015715750342560025,0.00889838972297302,0.029553833091049926,0.004124908145991277
2016-10-10,0.002043386838731988,0.0,0.0,0.00965418697950906,0.0007111338569013534,0.006400204712112181,0.0008131615034500943,0.00965418697950906,0.02349894864541786,0.005689070855210829
2016-10-17,0.002919065451008205,0.0003878676110198273,0.0003878676110198273,0.006236590018449062,0.0021730516748366653,0.007243505582788885,0.0027150732771387912,0.006236590018449062,0.02043345815705744,0.004346103349673332
2016-10-24,0.0008830661960005901,0.0006962261714480763,0.00034811308572403827,0.006841630229300401,0.0006218925117740143,0.0049751400941921145,0.0,0.006841630229300401,0.022959721096015337,0.0031094625588700704
2016-10-31,0.0,0.0,0.0,0.0045204222414114035,0.0006835935753451984,0.005468748602761587,0.0019117836954493672,0.0045204222414114035,0.017809225796253467,0.0020507807260355952
2016-11-07,0.0010214797189307602,0.00042548005376240116,0.0,0.014713218571214003,0.0007426266764181183,0.005941013411344945,0.002127400268812006,0.014713218571214003,0.017365155221822925,0.0044557600585087105
2016-11-14,0.0019344914607252078,0.0,0.0,0.006719374762059358,0.00148993906070495,0.00446981718211485,0.0012327705588975255,0.006719374762059358,0.007737965842900831,0.0029798781214099
2016-11-21,0.0009920879676166053,0.0,0.0,0.009476539987198022,0.002163191797966925,0.002163191797966925,0.0,0.009476539987198022,0.013889231546632469,0.001442127865311283
2016-11-28,0.0009395182565229066,0.0,0.0,0.006289295961184282,0.005044925814316408,0.005765629502075895,0.0007900220758750495,0.006289295961184282,0.010334700821751974,0.0
2016-12-05,0.003031961467025191,0.0008195744933609254,0.0004097872466804627,0.003365610172870059,0.0,0.0021657636890931886,0.0004097872466804627,0.003365610172870059,0.017181114979809408,0.002887684918790918
2016-12-12,0.000967574739847991,0.0,0.0,0.009648535858774909,0.0014748474298029188,0.005899389719211675,0.0012636203342871757,0.009648535858774909,0.012578471618023885,0.0029496948596058376
2016-12-19,0.0,0.0,0.0008204036396756968,0.006676420022035414,0.0006946979714702316,0.0027787918858809264,0.0008204036396756968,0.006676420022035414,0.010806837975230963,0.0013893959429404632
2016-12-26,0.001923320513385804,0.0007740487693767156,0.0,0.004978496959841518,0.0,0.003382138204481057,0.0003870243846883578,0.004978496959841518,0.01250158333700772,0.003382138204481057
2017-01-02,0.0009203175304787187,0.0,0.0011895487612081964,0.004574235495201479,0.0021480114302392557,0.0007160038100797523,0.0003965162537360655,0.004574235495201479,0.012884445426702066,0.0021480114302392557
2017-01-09,0.0,0.0,0.00038993145258047607,0.0014446107031367249,0.0014635607636217748,0.004390682290865324,0.00038993145258047607,0.0014446107031367249,0.004689511232806453,0.0036589019090544368
2017-01-16,0.0,0.0007887412801538205,0.0,0.00891693329769674,0.0,0.005669310911642213,0.0003943706400769103,0.00891693329769674,0.014458924928089657,0.00425198318373166
2017-01-23,0.0010026090385075435,0.001208345102806027,0.0004027817009353423,0.010507969184142105,0.0014558634754322018,0.004367590426296606,0.0,0.010507969184142105,0.015039135577613156,0.0
2017-01-30,0.0017891489394564954,0.00038048088638377214,0.0,0.007893120263120612,0.0006736273516471067,0.007409900868118175,0.0,0.007893120263120612,0.016996914924836706,0.0020208820549413205
2017-02-06,0.0018970063894907887,0.00039007465383665866,0.00039007465383665866,0.016802986608542736,0.0027964293742856502,0.004194644061428475,0.0,0.016802986608542736,0.00853652875270855,0.0006991073435714126
2017-02-13,0.002894990453298229,0.0007519417204254723,0.00037597086021273616,0.02144259468007276,0.00282221192368058,0.006349976828281305,0.0007519417204254723,0.02144259468007276,0.009649968177660765,0.0021166589427604357
2017-02-20,0.0009649110593325164,0.00036823116794415685,0.00036823116794415685,0.029543254513604025,0.0013892505820636922,0.010419379365477693,0.0022093870076649405,0.029543254513604025,0.02026313224598284,0.0020838758730955392
2017-02-27,0.003743192741574886,0.0011811325426540349,0.000393710847551345,0.0114007708386168,0.0007386509966987268,0.005909207973589814,0.0011811325426540349,0.0114007708386168,0.011229578224724658,0.002954603986794907
2017-03-06,0.0009900031352971348,0.0004063381388022937,0.0008126762776045878,0.02296585508008977,0.0014761454952380796,0.008856872971428478,0.0,0.02296585508008977,0.013860043894159886,0.0014761454952380796
2017-03-13,0.0017842259016975005,0.00037953521610533726,0.0,0.00910201684305528,0.0,0.00679034782719777,0.00037953521610533726,0.00910201684305528,0.019626484918672502,0.0013580695654395536
2017-03-20,0.0,0.000397285795058322,0.000397285795058322,0.01326969502012188,0.0022146595034732426,0.0073821983449108095,0.0,0.01326969502012188,0.012267515831955851,0.0
2017-03-27,0.0008900663201595488,0.0011727187847604082,0.0007818125231736058,0.005803997495077054,0.0007425262248887853,0.009652840923554206,0.0003909062615868029,0.005803997495077054,0.012460928482233685,0.008167788473776636
2017-04-03,0.0,0.00039319470080123413,0.00039319470080123413,0.0094836507500052,0.002086007061677556,0.007648692559484371,0.0,0.0094836507500052,0.01200904252755405,0.006953356872258519
2017-04-10,0.003751364222805901,0.0,0.0008097171467904193,0.00516915390017095,0.0,0.010218711082073863,0.0,0.00516915390017095,0.015943297946925082,0.00583926347547078
2017-04-17,0.0,0.0,0.0004051057949974882,0.00922875508817203,0.001460072199237584,0.005110252697331544,0.0008102115899949763,0.00922875508817203,0.015784035243025428,0.010220505394663088
2017-04-24,0.002922677078723602,0.0,0.0,0.0047320178981492865,0.0014431701366467654,0.008659020819880594,0.0008006272662277656,0.0047320178981492865,0.01851028816524948,0.005051095478263679
2017-05-01,0.0036665059398955906,0.00039036192044260927,0.0007807238408852183,0.0104188224667833,0.0,0.012421999650925195,0.0,0.0104188224667833,0.012832770789634568,0.007307058618191292
2017-05-08,0.0,0.0019387457418377934,0.0003877491483675588,0.008688587171877897,0.0020977669104459327,0.011887345825860287,0.0003877491483675588,0.008688587171877897,0.024559707633316302,0.004894789457707177
2017-05-15,0.002754222915738044,0.0007947917518774676,0.0,0.013810151439861536,0.001437723068885796,0.011501784551086369,0.0007947917518774676,0.013810151439861536,0.02386993193639638,0.010782923016643471
2017-05-22,0.0028136676956240967,0.0,0.0,0.008466891259210909,0.0,0.009350726600693984,0.0011547127539746373,0.008466891259210909,0.025323009260616883,0.009350726600693984
2017-05-29,0.0028262026571422108,0.00040732872975809465,0.00040732872975809465,0.007068004086810981,0.0,0.00862156550156354,0.00040732872975809465,0.007068004086810981,0.01318894573333032,0.007903101709766578
2017-06-05,0.004208694765037756,0.0003749422588502562,0.0,0.00715505206872151,0.0006764373525550301,0.00947012293577042,0.0007498845177005124,0.00715505206872151,0.011784345342105715,0.01082299764088048
2017-06-12,0.0009718955724632172,0.0008021646824607855,0.0,0.006775289907468815,0.0,0.012204590102827394,0.0,0.006775289907468815,0.019437911449264343,0.007897087713594195
2017-06-19,0.000893047148991452,0.0,0.0003874204132464024,0.001820604013523536,0.0,0.017314539616307047,0.0,0.001820604013523536,0.016074848681846134,0.015150222164268666
2017-06-26,0.0037850406007003813,0.0003966006157474963,0.0,0.002965832254626566,0.000725802358040906,0.009435430654531778,0.0,0.002965832254626566,0.013247642102451327,0.005806418864327248
2017-07-03,0.0035561080767085545,0.001155198886271375,0.0003850662954237917,0.0,0.0,0.019738497330880747,0.0,0.0,0.01244637826847994,0.009164302332194632
2017-07-10,0.0018795877736343086,0.0007836823178217425,0.0003918411589108713,0.00301647968708578,0.000700650450017703,0.012611708100318655,0.0,0.00301647968708578,0.012217320528623005,0.009809106300247844
2017-07-17,0.0008956664042401489,0.0011748314107952991,0.0,0.007825533244567503,0.0007176814354093018,0.019377398756051142,0.0003916104702650996,0.007825533244567503,0.012539329659362084,0.008612177224911621
2017-07-24,0.000886583457298791,0.0,0.0,0.007061347351939592,0.001988073101886189,0.0125911296452792,0.0,0.007061347351939592,0.00886583457298791,0.008614983441506822
2017-07-31,0.001820882445870579,0.0015497728310937585,0.00038744320777343963,0.008930762529958041,0.0014142364710506136,0.012728128239455523,0.0007748864155468793,0.008930762529958041,0.01183573589815876,0.01343524647498083
2017-08-07,0.0018306896437819066,0.00119380812292111,0.0,0.026186901346044414,0.002863652136918901,0.012886434616135057,0.0,0.026186901346044414,0.010068793040800487,0.007159130342297253
2017-08-14,0.0018425123660596656,0.0011814434483512135,0.0,0.020416287312980112,0.0014178410249593009,0.012051648712154058,0.00039381448278373794,0.020416287312980112,0.017503867477566826,0.006380284612316854
2017-08-21,0.0019386504764749048,0.0,0.0,0.02239390183113336,0.0021119752821200204,0.008447901128480081,0.0,0.02239390183113336,0.016478529050036692,0.006335925846360061
2017-08-28,0.00534906463521691,0.001950909022202691,0.0003901818044405382,0.027478570135067645,0.002841073266557201,0.012074561382868105,0.0007803636088810764,0.027478570135067645,0.02139625854086764,0.002841073266557201
2017-09-04,0.0027825497586176713,0.0023415196026857718,0.0,0.02904645494699477,0.002834028776694918,0.010627607912605943,0.0,0.02904645494699477,0.022260398068941367,0.0049595503592161074
2017-09-11,0.008866636596490084,0.0032897125234209296,0.0003655236137134366,0.033458104510891734,0.001995115676967537,0.009975578384837688,0.0003655236137134366,0.033458104510891734,0.02925990076841728,0.0033251927949458954
2017-09-18,0.004390867914075566,0.004965427255509474,0.0,0.05377615560744836,0.0063340440695707646,0.0077416094183642686,0.002291735656388988,0.05377615560744836,0.03161424898134406,0.005630261395174013
2017-09-25,0.0019134342551203288,0.002362926995859953,0.0011814634979299765,0.045971453641283216,0.010769995875516102,0.0021539991751032203,0.0003938211659766588,0.045971453641283216,0.02009105967876345,0.0028719989001376274
2017-10-02,0.0,0.001980155628576765,0.000396031125715353,0.0381835297820388,0.007063734426987862,0.006357360984289076,0.0,0.0381835297820388,0.0225468431490906,0.0021191203280963586
2017-10-09,0.003873277932000645,0.0020245756385920246,0.0,0.04212459302481211,0.0035792162927990798,0.0035792162927990798,0.00040491512771840486,0.04212459302481211,0.01452479224500242,0.0014316865171196318
2017-10-16,0.005519945403704102,0.0043614303891556265,0.00039649367174142056,0.032327002658093226,0.006472919420772882,0.003596066344873823,0.00039649367174142056,0.032327002658093226,0.013799863509260251,0.002876853075899059
2017-10-23,0.002912461000659214,0.0007920265108590388,0.00039601325542951935,0.034250370842325274,0.005833548358715128,0.0036459677241969545,0.0,0.034250370842325274,0.011649844002636855,0.0036459677241969545
2017-10-30,0.0009275732611530806,0.0015900781163692894,0.00039751952909232235,0.03543904237642958,0.00513850790760644,0.002936290232917966,0.0,0.03543904237642958,0.018551465223061614,0.001468145116458983
2017-11-06,0.0054003828078519975,0.00116738902626203,0.0003891296754206767,0.03472260867518038,0.005047777182571578,0.0,0.0003891296754206767,0.03472260867518038,0.010800765615703995,0.0043266661564899216
2017-11-13,0.0026793830948225465,0.0015458802767093136,0.0,0.01881875817702761,0.0006918417187170251,0.0020755251561510755,0.00038647006917732834,0.01881875817702761,0.00803814928446764,0.0027673668748681005
2017-11-20,0.0017494256698333804,0.002270206807865305,0.0003783678013108842,0.03677349174364107,0.002100715867942552,0.0014004772452950345,0.0003783678013108842,0.03677349174364107,0.0069977026793335215,0.0014004772452950345
2017-11-27,0.0009302350163520916,0.0011811478219477974,0.00039371594064926594,0.019464249252637858,0.0058344819416311176,0.0021879307281116684,0.0,0.019464249252637858,0.008372115147168823,0.0
2017-12-04,0.002739348335822927,0.001572974911993032,0.000393243727998258,0.01616920556272429,0.002894369053930295,0.0021707767904477213,0.0011797311839947741,0.01616920556272429,0.009131161119409757,0.0007235922634825738
2017-12-11,0.0008988333816788957,0.001947704961036376,0.0003895409922072751,0.01546954844365229,0.0043209696888256285,0.002880646459217086,0.0003895409922072751,0.01546954844365229,0.0062918336717522685,0.0021604848444128147
2017-12-18,0.003530150541401865,0.0007736775586616192,0.0003868387793308096,0.02088881828958839,0.00142481978401955,0.0028496395680391,0.0007736775586616192,0.02088881828958839,0.005295225812102797,0.002137229676029325
2017-12-25,0.0009282124731576008,0.0,0.0,0.013890135230798621,0.002969741291381507,0.0007424353228453768,0.0003972290793774781,0.013890135230798621,0.0027846374194728024,0.0
